Condition,CodeType,DxCodeLocation,DxCode
GLAUCOMA,ICD10DX,ANY,H40.042
GLAUCOMA,ICD10DX,ANY,H40.043
GLAUCOMA,ICD10DX,ANY,H40.049
GLAUCOMA,ICD10DX,ANY,H40.051
GLAUCOMA,ICD10DX,ANY,H40.052
GLAUCOMA,ICD10DX,ANY,H40.053
GLAUCOMA,ICD10DX,ANY,H40.059
GLAUCOMA,ICD10DX,ANY,H40.10X0
GLAUCOMA,ICD10DX,ANY,H40.10X1
GLAUCOMA,ICD10DX,ANY,H40.10X2
GLAUCOMA,ICD10DX,ANY,H40.10X3
GLAUCOMA,ICD10DX,ANY,H40.10X4
GLAUCOMA,ICD10DX,ANY,H40.1110
GLAUCOMA,ICD10DX,ANY,H40.1111
GLAUCOMA,ICD10DX,ANY,H40.1112
GLAUCOMA,ICD10DX,ANY,H40.1113
GLAUCOMA,ICD10DX,ANY,H40.1114
GLAUCOMA,ICD10DX,ANY,H40.1120
GLAUCOMA,ICD10DX,ANY,H40.1121
GLAUCOMA,ICD10DX,ANY,H40.1122
GLAUCOMA,ICD10DX,ANY,H40.1123
GLAUCOMA,ICD10DX,ANY,H40.1124
GLAUCOMA,ICD10DX,ANY,H40.1130
GLAUCOMA,ICD10DX,ANY,H40.1131
GLAUCOMA,ICD10DX,ANY,H40.1132
GLAUCOMA,ICD10DX,ANY,H40.1133
GLAUCOMA,ICD10DX,ANY,H40.1134
GLAUCOMA,ICD10DX,ANY,H40.1190
GLAUCOMA,ICD10DX,ANY,H40.1191
GLAUCOMA,ICD10DX,ANY,H40.1192
GLAUCOMA,ICD10DX,ANY,H40.1193
GLAUCOMA,ICD10DX,ANY,H40.1194
GLAUCOMA,ICD10DX,ANY,H40.11X0
GLAUCOMA,ICD10DX,ANY,H40.11X1
GLAUCOMA,ICD10DX,ANY,H40.11X2
GLAUCOMA,ICD10DX,ANY,H40.11X3
GLAUCOMA,ICD10DX,ANY,H40.11X4
GLAUCOMA,ICD10DX,ANY,H40.1210
GLAUCOMA,ICD10DX,ANY,H40.1211
GLAUCOMA,ICD10DX,ANY,H40.1212
GLAUCOMA,ICD10DX,ANY,H40.1213
GLAUCOMA,ICD10DX,ANY,H40.1214
GLAUCOMA,ICD10DX,ANY,H40.1220
GLAUCOMA,ICD10DX,ANY,H40.1221
GLAUCOMA,ICD10DX,ANY,H40.1222
GLAUCOMA,ICD10DX,ANY,H40.1223
GLAUCOMA,ICD10DX,ANY,H40.1224
GLAUCOMA,ICD10DX,ANY,H40.1230
GLAUCOMA,ICD10DX,ANY,H40.1231
GLAUCOMA,ICD10DX,ANY,H40.1232
GLAUCOMA,ICD10DX,ANY,H40.1233
GLAUCOMA,ICD10DX,ANY,H40.1234
GLAUCOMA,ICD10DX,ANY,H40.1290
GLAUCOMA,ICD10DX,ANY,H40.1291
GLAUCOMA,ICD10DX,ANY,H40.1292
GLAUCOMA,ICD10DX,ANY,H40.1293
GLAUCOMA,ICD10DX,ANY,H40.1294
GLAUCOMA,ICD10DX,ANY,H40.1310
GLAUCOMA,ICD10DX,ANY,H40.1311
GLAUCOMA,ICD10DX,ANY,H40.1312
GLAUCOMA,ICD10DX,ANY,H40.1313
GLAUCOMA,ICD10DX,ANY,H40.1314
GLAUCOMA,ICD10DX,ANY,H40.1320
GLAUCOMA,ICD10DX,ANY,H40.1321
GLAUCOMA,ICD10DX,ANY,H40.1322
GLAUCOMA,ICD10DX,ANY,H40.1323
GLAUCOMA,ICD10DX,ANY,H40.1324
GLAUCOMA,ICD10DX,ANY,H40.1330
GLAUCOMA,ICD10DX,ANY,H40.1331
GLAUCOMA,ICD10DX,ANY,H40.1332
GLAUCOMA,ICD10DX,ANY,H40.1333
GLAUCOMA,ICD10DX,ANY,H40.1334
GLAUCOMA,ICD10DX,ANY,H40.1390
GLAUCOMA,ICD10DX,ANY,H40.1391
GLAUCOMA,ICD10DX,ANY,H40.1392
GLAUCOMA,ICD10DX,ANY,H40.1393
GLAUCOMA,ICD10DX,ANY,H40.1394
GLAUCOMA,ICD10DX,ANY,H40.1410
GLAUCOMA,ICD10DX,ANY,H40.1411
GLAUCOMA,ICD10DX,ANY,H40.1412
GLAUCOMA,ICD10DX,ANY,H40.1413
GLAUCOMA,ICD10DX,ANY,H40.1414
GLAUCOMA,ICD10DX,ANY,H40.1420
GLAUCOMA,ICD10DX,ANY,H40.1421
GLAUCOMA,ICD10DX,ANY,H40.1422
GLAUCOMA,ICD10DX,ANY,H40.1423
GLAUCOMA,ICD10DX,ANY,H40.1424
GLAUCOMA,ICD10DX,ANY,H40.1430
GLAUCOMA,ICD10DX,ANY,H40.1431
GLAUCOMA,ICD10DX,ANY,H40.1432
GLAUCOMA,ICD10DX,ANY,H40.1433
GLAUCOMA,ICD10DX,ANY,H40.1434
GLAUCOMA,ICD10DX,ANY,H40.1490
GLAUCOMA,ICD10DX,ANY,H40.1491
GLAUCOMA,ICD10DX,ANY,H40.1492
GLAUCOMA,ICD10DX,ANY,H40.1493
GLAUCOMA,ICD10DX,ANY,H40.1494
GLAUCOMA,ICD10DX,ANY,H40.151
GLAUCOMA,ICD10DX,ANY,H40.152
GLAUCOMA,ICD10DX,ANY,H40.153
GLAUCOMA,ICD10DX,ANY,H40.159
GLAUCOMA,ICD10DX,ANY,H40.20X0
GLAUCOMA,ICD10DX,ANY,H40.20X1
GLAUCOMA,ICD10DX,ANY,H40.20X2
GLAUCOMA,ICD10DX,ANY,H40.20X3
GLAUCOMA,ICD10DX,ANY,H40.20X4
GLAUCOMA,ICD10DX,ANY,H40.211
GLAUCOMA,ICD10DX,ANY,H40.212
GLAUCOMA,ICD10DX,ANY,H40.213
GLAUCOMA,ICD10DX,ANY,H40.219
GLAUCOMA,ICD10DX,ANY,H40.2210
GLAUCOMA,ICD10DX,ANY,H40.2211
GLAUCOMA,ICD10DX,ANY,H40.2212
GLAUCOMA,ICD10DX,ANY,H40.2213
GLAUCOMA,ICD10DX,ANY,H40.2214
GLAUCOMA,ICD10DX,ANY,H40.2220
GLAUCOMA,ICD10DX,ANY,H40.2221
GLAUCOMA,ICD10DX,ANY,H40.2222
GLAUCOMA,ICD10DX,ANY,H40.2223
GLAUCOMA,ICD10DX,ANY,H40.2224
GLAUCOMA,ICD10DX,ANY,H40.2230
GLAUCOMA,ICD10DX,ANY,H40.2231
GLAUCOMA,ICD10DX,ANY,H40.2232
GLAUCOMA,ICD10DX,ANY,H40.2233
GLAUCOMA,ICD10DX,ANY,H40.2234
GLAUCOMA,ICD10DX,ANY,H40.2290
GLAUCOMA,ICD10DX,ANY,H40.2291
GLAUCOMA,ICD10DX,ANY,H40.2292
GLAUCOMA,ICD10DX,ANY,H40.2293
GLAUCOMA,ICD10DX,ANY,H40.2294
GLAUCOMA,ICD10DX,ANY,H40.231
GLAUCOMA,ICD10DX,ANY,H40.232
GLAUCOMA,ICD10DX,ANY,H40.233
GLAUCOMA,ICD10DX,ANY,H40.239
GLAUCOMA,ICD10DX,ANY,H40.241
GLAUCOMA,ICD10DX,ANY,H40.242
GLAUCOMA,ICD10DX,ANY,H40.243
GLAUCOMA,ICD10DX,ANY,H40.249
GLAUCOMA,ICD10DX,ANY,H40.30X0
GLAUCOMA,ICD10DX,ANY,H40.30X1
GLAUCOMA,ICD10DX,ANY,H40.30X2
GLAUCOMA,ICD10DX,ANY,H40.30X3
GLAUCOMA,ICD10DX,ANY,H40.30X4
GLAUCOMA,ICD10DX,ANY,H40.31X0
GLAUCOMA,ICD10DX,ANY,H40.31X1
GLAUCOMA,ICD10DX,ANY,H40.31X2
GLAUCOMA,ICD10DX,ANY,H40.31X3
GLAUCOMA,ICD10DX,ANY,H40.31X4
GLAUCOMA,ICD10DX,ANY,H40.32X0
GLAUCOMA,ICD10DX,ANY,H40.32X1
GLAUCOMA,ICD10DX,ANY,H40.32X2
GLAUCOMA,ICD10DX,ANY,H40.32X3
GLAUCOMA,ICD10DX,ANY,H40.32X4
GLAUCOMA,ICD10DX,ANY,H40.33X0
GLAUCOMA,ICD10DX,ANY,H40.33X1
GLAUCOMA,ICD10DX,ANY,H40.33X2
GLAUCOMA,ICD10DX,ANY,H40.33X3
GLAUCOMA,ICD10DX,ANY,H40.33X4
GLAUCOMA,ICD10DX,ANY,H40.40X0
GLAUCOMA,ICD10DX,ANY,H40.40X1
GLAUCOMA,ICD10DX,ANY,H40.40X2
GLAUCOMA,ICD10DX,ANY,H40.40X3
GLAUCOMA,ICD10DX,ANY,H40.40X4
GLAUCOMA,ICD10DX,ANY,H40.41X0
GLAUCOMA,ICD10DX,ANY,H40.41X1
GLAUCOMA,ICD10DX,ANY,H40.41X2
GLAUCOMA,ICD10DX,ANY,H40.41X3
GLAUCOMA,ICD10DX,ANY,H40.41X4
GLAUCOMA,ICD10DX,ANY,H40.42X0
GLAUCOMA,ICD10DX,ANY,H40.42X1
GLAUCOMA,ICD10DX,ANY,H40.42X2
GLAUCOMA,ICD10DX,ANY,H40.42X3
GLAUCOMA,ICD10DX,ANY,H40.42X4
GLAUCOMA,ICD10DX,ANY,H40.43X0
GLAUCOMA,ICD10DX,ANY,H40.43X1
GLAUCOMA,ICD10DX,ANY,H40.43X2
GLAUCOMA,ICD10DX,ANY,H40.43X3
GLAUCOMA,ICD10DX,ANY,H40.43X4
GLAUCOMA,ICD10DX,ANY,H40.50X0
GLAUCOMA,ICD10DX,ANY,H40.50X1
GLAUCOMA,ICD10DX,ANY,H40.50X2
GLAUCOMA,ICD10DX,ANY,H40.50X3
GLAUCOMA,ICD10DX,ANY,H40.50X4
GLAUCOMA,ICD10DX,ANY,H40.51X0
GLAUCOMA,ICD10DX,ANY,H40.51X1
GLAUCOMA,ICD10DX,ANY,H40.51X2
GLAUCOMA,ICD10DX,ANY,H40.51X3
GLAUCOMA,ICD10DX,ANY,H40.51X4
GLAUCOMA,ICD10DX,ANY,H40.52X0
GLAUCOMA,ICD10DX,ANY,H40.52X1
GLAUCOMA,ICD10DX,ANY,H40.52X2
GLAUCOMA,ICD10DX,ANY,H40.52X3
GLAUCOMA,ICD10DX,ANY,H40.52X4
GLAUCOMA,ICD10DX,ANY,H40.53X0
GLAUCOMA,ICD10DX,ANY,H40.53X1
GLAUCOMA,ICD10DX,ANY,H40.53X2
GLAUCOMA,ICD10DX,ANY,H40.53X3
GLAUCOMA,ICD10DX,ANY,H40.53X4
GLAUCOMA,ICD10DX,ANY,H40.60X0
GLAUCOMA,ICD10DX,ANY,H40.60X1
GLAUCOMA,ICD10DX,ANY,H40.60X2
GLAUCOMA,ICD10DX,ANY,H40.60X3
GLAUCOMA,ICD10DX,ANY,H40.60X4
GLAUCOMA,ICD10DX,ANY,H40.61X0
GLAUCOMA,ICD10DX,ANY,H40.61X1
GLAUCOMA,ICD10DX,ANY,H40.61X2
GLAUCOMA,ICD10DX,ANY,H40.61X3
GLAUCOMA,ICD10DX,ANY,H40.61X4
GLAUCOMA,ICD10DX,ANY,H40.62X0
GLAUCOMA,ICD10DX,ANY,H40.62X1
GLAUCOMA,ICD10DX,ANY,H40.62X2
GLAUCOMA,ICD10DX,ANY,H40.62X3
GLAUCOMA,ICD10DX,ANY,H40.62X4
GLAUCOMA,ICD10DX,ANY,H40.63X0
GLAUCOMA,ICD10DX,ANY,H40.63X1
GLAUCOMA,ICD10DX,ANY,H40.63X2
GLAUCOMA,ICD10DX,ANY,H40.63X3
GLAUCOMA,ICD10DX,ANY,H40.63X4
GLAUCOMA,ICD10DX,ANY,H40.811
GLAUCOMA,ICD10DX,ANY,H40.812
GLAUCOMA,ICD10DX,ANY,H40.813
GLAUCOMA,ICD10DX,ANY,H40.819
GLAUCOMA,ICD10DX,ANY,H40.821
GLAUCOMA,ICD10DX,ANY,H40.822
GLAUCOMA,ICD10DX,ANY,H40.823
GLAUCOMA,ICD10DX,ANY,H40.829
GLAUCOMA,ICD10DX,ANY,H40.831
GLAUCOMA,ICD10DX,ANY,H40.832
GLAUCOMA,ICD10DX,ANY,H40.833
GLAUCOMA,ICD10DX,ANY,H40.839
GLAUCOMA,ICD10DX,ANY,H40.89
GLAUCOMA,ICD10DX,ANY,H40.9
GLAUCOMA,ICD10DX,ANY,H42
GLAUCOMA,ICD10DX,ANY,H44.511
GLAUCOMA,ICD10DX,ANY,H44.512
GLAUCOMA,ICD10DX,ANY,H44.513
GLAUCOMA,ICD10DX,ANY,H44.519
GLAUCOMA,ICD10DX,ANY,H47.231
GLAUCOMA,ICD10DX,ANY,H47.232
GLAUCOMA,ICD10DX,ANY,H47.233
GLAUCOMA,ICD10DX,ANY,H47.239
GLAUCOMA,ICD10DX,ANY,Q15.0
HIPFRAC,ICD10DX,ANY,M80.051A
HIPFRAC,ICD10DX,ANY,M80.052A
HIPFRAC,ICD10DX,ANY,M80.059A
HIPFRAC,ICD10DX,ANY,M80.851A
HIPFRAC,ICD10DX,ANY,M80.852A
HIPFRAC,ICD10DX,ANY,M80.859A
HIPFRAC,ICD10DX,ANY,M84.350A
HIPFRAC,ICD10DX,ANY,M84.351A
HIPFRAC,ICD10DX,ANY,M84.352A
HIPFRAC,ICD10DX,ANY,M84.353A
HIPFRAC,ICD10DX,ANY,M84.359A
HIPFRAC,ICD10DX,ANY,M84.451A
HIPFRAC,ICD10DX,ANY,M84.452A
HIPFRAC,ICD10DX,ANY,M84.453A
HIPFRAC,ICD10DX,ANY,M84.459A
HIPFRAC,ICD10DX,ANY,M84.550A
HIPFRAC,ICD10DX,ANY,M84.551A
HIPFRAC,ICD10DX,ANY,M84.552A
HIPFRAC,ICD10DX,ANY,M84.553A
HIPFRAC,ICD10DX,ANY,M84.559A
HIPFRAC,ICD10DX,ANY,M84.650A
HIPFRAC,ICD10DX,ANY,M84.651A
HIPFRAC,ICD10DX,ANY,M84.652A
HIPFRAC,ICD10DX,ANY,M84.653A
HIPFRAC,ICD10DX,ANY,M84.659A
HIPFRAC,ICD10DX,ANY,M97.01XA
HIPFRAC,ICD10DX,ANY,M97.02XA
HIPFRAC,ICD10DX,ANY,S32.301A
HIPFRAC,ICD10DX,ANY,S32.301B
HIPFRAC,ICD10DX,ANY,S32.302A
HIPFRAC,ICD10DX,ANY,S32.302B
HIPFRAC,ICD10DX,ANY,S32.309A
HIPFRAC,ICD10DX,ANY,S32.309B
HIPFRAC,ICD10DX,ANY,S32.311A
HIPFRAC,ICD10DX,ANY,S32.311B
HIPFRAC,ICD10DX,ANY,S32.312A
HIPFRAC,ICD10DX,ANY,S32.312B
HIPFRAC,ICD10DX,ANY,S32.313A
HIPFRAC,ICD10DX,ANY,S32.313B
HIPFRAC,ICD10DX,ANY,S32.314A
HIPFRAC,ICD10DX,ANY,S32.314B
HIPFRAC,ICD10DX,ANY,S32.315A
HIPFRAC,ICD10DX,ANY,S32.315B
HIPFRAC,ICD10DX,ANY,S32.316A
HIPFRAC,ICD10DX,ANY,S32.316B
HIPFRAC,ICD10DX,ANY,S32.391A
HIPFRAC,ICD10DX,ANY,S32.391B
HIPFRAC,ICD10DX,ANY,S32.392A
HIPFRAC,ICD10DX,ANY,S32.392B
HIPFRAC,ICD10DX,ANY,S32.399A
HIPFRAC,ICD10DX,ANY,S32.399B
HIPFRAC,ICD10DX,ANY,S32.401A
HIPFRAC,ICD10DX,ANY,S32.401B
HIPFRAC,ICD10DX,ANY,S32.402A
HIPFRAC,ICD10DX,ANY,S32.402B
HIPFRAC,ICD10DX,ANY,S32.409A
HIPFRAC,ICD10DX,ANY,S32.409B
HIPFRAC,ICD10DX,ANY,S32.411A
HIPFRAC,ICD10DX,ANY,S32.411B
HIPFRAC,ICD10DX,ANY,S32.412A
HIPFRAC,ICD10DX,ANY,S32.412B
HIPFRAC,ICD10DX,ANY,S32.413A
HIPFRAC,ICD10DX,ANY,S32.413B
HIPFRAC,ICD10DX,ANY,S32.414A
HIPFRAC,ICD10DX,ANY,S32.414B
HIPFRAC,ICD10DX,ANY,S32.415A
HIPFRAC,ICD10DX,ANY,S32.415B
HIPFRAC,ICD10DX,ANY,S32.416A
HIPFRAC,ICD10DX,ANY,S32.416B
HIPFRAC,ICD10DX,ANY,S32.421A
HIPFRAC,ICD10DX,ANY,S32.421B
HIPFRAC,ICD10DX,ANY,S32.422A
HIPFRAC,ICD10DX,ANY,S32.422B
HIPFRAC,ICD10DX,ANY,S32.423A
HIPFRAC,ICD10DX,ANY,S32.423B
HIPFRAC,ICD10DX,ANY,S32.424A
HIPFRAC,ICD10DX,ANY,S32.424B
HIPFRAC,ICD10DX,ANY,S32.425A
HIPFRAC,ICD10DX,ANY,S32.425B
HIPFRAC,ICD10DX,ANY,S32.426A
HIPFRAC,ICD10DX,ANY,S32.426B
HIPFRAC,ICD10DX,ANY,S32.431A
HIPFRAC,ICD10DX,ANY,S32.431B
HIPFRAC,ICD10DX,ANY,S32.432A
HIPFRAC,ICD10DX,ANY,S32.432B
HIPFRAC,ICD10DX,ANY,S32.433A
HIPFRAC,ICD10DX,ANY,S32.433B
HIPFRAC,ICD10DX,ANY,S32.434A
HIPFRAC,ICD10DX,ANY,S32.434B
HIPFRAC,ICD10DX,ANY,S32.435A
HIPFRAC,ICD10DX,ANY,S32.435B
HIPFRAC,ICD10DX,ANY,S32.436A
HIPFRAC,ICD10DX,ANY,S32.436B
HIPFRAC,ICD10DX,ANY,S32.441A
HIPFRAC,ICD10DX,ANY,S32.441B
HIPFRAC,ICD10DX,ANY,S32.442A
HIPFRAC,ICD10DX,ANY,S32.442B
HIPFRAC,ICD10DX,ANY,S32.443A
HIPFRAC,ICD10DX,ANY,S32.443B
HIPFRAC,ICD10DX,ANY,S32.444A
HIPFRAC,ICD10DX,ANY,S32.444B
HIPFRAC,ICD10DX,ANY,S32.445A
HIPFRAC,ICD10DX,ANY,S32.445B
HIPFRAC,ICD10DX,ANY,S32.446A
HIPFRAC,ICD10DX,ANY,S32.446B
HIPFRAC,ICD10DX,ANY,S32.451A
HIPFRAC,ICD10DX,ANY,S32.451B
HIPFRAC,ICD10DX,ANY,S32.452A
HIPFRAC,ICD10DX,ANY,S32.452B
HIPFRAC,ICD10DX,ANY,S32.453A
HIPFRAC,ICD10DX,ANY,S32.453B
HIPFRAC,ICD10DX,ANY,S32.454A
HIPFRAC,ICD10DX,ANY,S32.454B
HIPFRAC,ICD10DX,ANY,S32.455A
HIPFRAC,ICD10DX,ANY,S32.455B
HIPFRAC,ICD10DX,ANY,S32.456A
HIPFRAC,ICD10DX,ANY,S32.456B
HIPFRAC,ICD10DX,ANY,S32.461A
HIPFRAC,ICD10DX,ANY,S32.461B
HIPFRAC,ICD10DX,ANY,S32.462A
HIPFRAC,ICD10DX,ANY,S32.462B
HIPFRAC,ICD10DX,ANY,S32.463A
HIPFRAC,ICD10DX,ANY,S32.463B
HIPFRAC,ICD10DX,ANY,S32.464A
HIPFRAC,ICD10DX,ANY,S32.464B
HIPFRAC,ICD10DX,ANY,S32.465A
HIPFRAC,ICD10DX,ANY,S32.465B
HIPFRAC,ICD10DX,ANY,S32.466A
HIPFRAC,ICD10DX,ANY,S32.466B
HIPFRAC,ICD10DX,ANY,S32.471A
HIPFRAC,ICD10DX,ANY,S32.471B
HIPFRAC,ICD10DX,ANY,S32.472A
HIPFRAC,ICD10DX,ANY,S32.472B
HIPFRAC,ICD10DX,ANY,S32.473A
HIPFRAC,ICD10DX,ANY,S32.473B
HIPFRAC,ICD10DX,ANY,S32.474A
HIPFRAC,ICD10DX,ANY,S32.474B
HIPFRAC,ICD10DX,ANY,S32.475A
HIPFRAC,ICD10DX,ANY,S32.475B
HIPFRAC,ICD10DX,ANY,S32.476A
HIPFRAC,ICD10DX,ANY,S32.476B
HIPFRAC,ICD10DX,ANY,S32.481A
HIPFRAC,ICD10DX,ANY,S32.481B
HIPFRAC,ICD10DX,ANY,S32.482A
HIPFRAC,ICD10DX,ANY,S32.482B
HIPFRAC,ICD10DX,ANY,S32.483A
HIPFRAC,ICD10DX,ANY,S32.483B
HIPFRAC,ICD10DX,ANY,S32.484A
HIPFRAC,ICD10DX,ANY,S32.484B
HIPFRAC,ICD10DX,ANY,S32.485A
HIPFRAC,ICD10DX,ANY,S32.485B
HIPFRAC,ICD10DX,ANY,S32.486A
HIPFRAC,ICD10DX,ANY,S32.486B
HIPFRAC,ICD10DX,ANY,S32.491A
HIPFRAC,ICD10DX,ANY,S32.491B
HIPFRAC,ICD10DX,ANY,S32.492A
HIPFRAC,ICD10DX,ANY,S32.492B
HIPFRAC,ICD10DX,ANY,S32.499A
HIPFRAC,ICD10DX,ANY,S32.499B
HIPFRAC,ICD10DX,ANY,S32.501A
HIPFRAC,ICD10DX,ANY,S32.501B
HIPFRAC,ICD10DX,ANY,S32.502A
HIPFRAC,ICD10DX,ANY,S32.502B
HIPFRAC,ICD10DX,ANY,S32.509A
HIPFRAC,ICD10DX,ANY,S32.509B
HIPFRAC,ICD10DX,ANY,S32.511A
HIPFRAC,ICD10DX,ANY,S32.511B
HIPFRAC,ICD10DX,ANY,S32.512A
HIPFRAC,ICD10DX,ANY,S32.512B
HIPFRAC,ICD10DX,ANY,S32.519A
HIPFRAC,ICD10DX,ANY,S32.519B
HIPFRAC,ICD10DX,ANY,S32.591A
HIPFRAC,ICD10DX,ANY,S32.591B
HIPFRAC,ICD10DX,ANY,S32.592A
HIPFRAC,ICD10DX,ANY,S32.592B
HIPFRAC,ICD10DX,ANY,S32.599A
HIPFRAC,ICD10DX,ANY,S32.599B
HIPFRAC,ICD10DX,ANY,S32.601A
HIPFRAC,ICD10DX,ANY,S32.601B
HIPFRAC,ICD10DX,ANY,S32.602A
HIPFRAC,ICD10DX,ANY,S32.602B
HIPFRAC,ICD10DX,ANY,S32.609A
HIPFRAC,ICD10DX,ANY,S32.609B
HIPFRAC,ICD10DX,ANY,S32.611A
HIPFRAC,ICD10DX,ANY,S32.611B
HIPFRAC,ICD10DX,ANY,S32.612A
HIPFRAC,ICD10DX,ANY,S32.612B
HIPFRAC,ICD10DX,ANY,S32.613A
HIPFRAC,ICD10DX,ANY,S32.613B
HIPFRAC,ICD10DX,ANY,S32.614A
HIPFRAC,ICD10DX,ANY,S32.614B
HIPFRAC,ICD10DX,ANY,S32.615A
HIPFRAC,ICD10DX,ANY,S32.615B
HIPFRAC,ICD10DX,ANY,S32.616A
HIPFRAC,ICD10DX,ANY,S32.616B
HIPFRAC,ICD10DX,ANY,S32.691A
HIPFRAC,ICD10DX,ANY,S32.691B
HIPFRAC,ICD10DX,ANY,S32.692A
HIPFRAC,ICD10DX,ANY,S32.692B
HIPFRAC,ICD10DX,ANY,S32.699A
HIPFRAC,ICD10DX,ANY,S32.699B
HIPFRAC,ICD10DX,ANY,S32.810A
HIPFRAC,ICD10DX,ANY,S32.810B
HIPFRAC,ICD10DX,ANY,S32.811A
HIPFRAC,ICD10DX,ANY,S32.811B
HIPFRAC,ICD10DX,ANY,S32.82XA
HIPFRAC,ICD10DX,ANY,S32.82XB
HIPFRAC,ICD10DX,ANY,S32.89XA
HIPFRAC,ICD10DX,ANY,S32.89XB
HIPFRAC,ICD10DX,ANY,S32.9XXA
HIPFRAC,ICD10DX,ANY,S32.9XXB
HIPFRAC,ICD10DX,ANY,S72.001A
HIPFRAC,ICD10DX,ANY,S72.001B
HIPFRAC,ICD10DX,ANY,S72.001C
HIPFRAC,ICD10DX,ANY,S72.002A
HIPFRAC,ICD10DX,ANY,S72.002B
HIPFRAC,ICD10DX,ANY,S72.002C
HIPFRAC,ICD10DX,ANY,S72.009A
HIPFRAC,ICD10DX,ANY,S72.009B
HIPFRAC,ICD10DX,ANY,S72.009C
HIPFRAC,ICD10DX,ANY,S72.011A
HIPFRAC,ICD10DX,ANY,S72.011B
HIPFRAC,ICD10DX,ANY,S72.011C
HIPFRAC,ICD10DX,ANY,S72.012A
HIPFRAC,ICD10DX,ANY,S72.012B
HIPFRAC,ICD10DX,ANY,S72.012C
HIPFRAC,ICD10DX,ANY,S72.019A
HIPFRAC,ICD10DX,ANY,S72.019B
HIPFRAC,ICD10DX,ANY,S72.019C
HIPFRAC,ICD10DX,ANY,S72.021A
HIPFRAC,ICD10DX,ANY,S72.021B
HIPFRAC,ICD10DX,ANY,S72.021C
HIPFRAC,ICD10DX,ANY,S72.022A
HIPFRAC,ICD10DX,ANY,S72.022B
HIPFRAC,ICD10DX,ANY,S72.022C
HIPFRAC,ICD10DX,ANY,S72.023A
HIPFRAC,ICD10DX,ANY,S72.023B
HIPFRAC,ICD10DX,ANY,S72.023C
HIPFRAC,ICD10DX,ANY,S72.024A
HIPFRAC,ICD10DX,ANY,S72.024B
HIPFRAC,ICD10DX,ANY,S72.024C
HIPFRAC,ICD10DX,ANY,S72.025A
HIPFRAC,ICD10DX,ANY,S72.025B
HIPFRAC,ICD10DX,ANY,S72.025C
HIPFRAC,ICD10DX,ANY,S72.026A
HIPFRAC,ICD10DX,ANY,S72.026B
HIPFRAC,ICD10DX,ANY,S72.026C
HIPFRAC,ICD10DX,ANY,S72.031A
HIPFRAC,ICD10DX,ANY,S72.031B
HIPFRAC,ICD10DX,ANY,S72.031C
HIPFRAC,ICD10DX,ANY,S72.032A
HIPFRAC,ICD10DX,ANY,S72.032B
HIPFRAC,ICD10DX,ANY,S72.032C
HIPFRAC,ICD10DX,ANY,S72.033A
HIPFRAC,ICD10DX,ANY,S72.033B
HIPFRAC,ICD10DX,ANY,S72.033C
HIPFRAC,ICD10DX,ANY,S72.034A
HIPFRAC,ICD10DX,ANY,S72.034B
HIPFRAC,ICD10DX,ANY,S72.034C
HIPFRAC,ICD10DX,ANY,S72.035A
HIPFRAC,ICD10DX,ANY,S72.035B
HIPFRAC,ICD10DX,ANY,S72.035C
HIPFRAC,ICD10DX,ANY,S72.036A
HIPFRAC,ICD10DX,ANY,S72.036B
HIPFRAC,ICD10DX,ANY,S72.036C
HIPFRAC,ICD10DX,ANY,S72.041A
HIPFRAC,ICD10DX,ANY,S72.041B
HIPFRAC,ICD10DX,ANY,S72.041C
HIPFRAC,ICD10DX,ANY,S72.042A
HIPFRAC,ICD10DX,ANY,S72.042B
HIPFRAC,ICD10DX,ANY,S72.042C
HIPFRAC,ICD10DX,ANY,S72.043A
HIPFRAC,ICD10DX,ANY,S72.043B
HIPFRAC,ICD10DX,ANY,S72.043C
HIPFRAC,ICD10DX,ANY,S72.044A
HIPFRAC,ICD10DX,ANY,S72.044B
HIPFRAC,ICD10DX,ANY,S72.044C
HIPFRAC,ICD10DX,ANY,S72.045A
HIPFRAC,ICD10DX,ANY,S72.045B
HIPFRAC,ICD10DX,ANY,S72.045C
HIPFRAC,ICD10DX,ANY,S72.046A
HIPFRAC,ICD10DX,ANY,S72.046B
HIPFRAC,ICD10DX,ANY,S72.046C
HIPFRAC,ICD10DX,ANY,S72.051A
